Movie Name,Year of Release,Duration,Genre,Certificate,Movie Rating,Description,Director,Stars,Votes,Gross,processed_description,description_sentiment
Pauline Beach,1983,95.0,Comedy Drama Romance            ,R,7.3,Marion divorce husband take 15-year-old niece Pauline vacation Granville . meet old love ...,Éric Rohmer,Amanda Langlet,10329,0.0,marion is about to divorce from her husband and takes her 15yearold niece pauline on a vacation to granville she meets an old love,low positive
Tale Winter,1992,114.0,Drama Romance            ,Not Rated,7.2,"Five year losing touch summer fling , woman difficulty choosing two suitor .",Éric Rohmer,Charlotte Vry,5937,0.21,five years after losing touch with a summer fling a woman has difficulty choosing between her two suitors,neutral
Rendez-vous Paris,1995,98.0,Comedy Romance            ,R,7.2,Three story love coincidence around theme date Paris .,Éric Rohmer,Clara Bellar,2450,0.73,three stories of love and coincidence around the theme of dates in paris,high positive
Dievu miskas,2005,120.0,Biography Drama War            ,R,7.7,"man imprisoned Nazis later writes experience , imprisoned Soviets , oppressive Germans .",Algimantas Puipa,Valentinas Masalskis,1844,0.0,a man who was imprisoned by the nazis later writes of his experience then he is imprisoned by the soviets just as oppressive as the germans,neutral
Road Warrior,1981,96.0,Action Adventure Sci-Fi            ,R,7.6,"post-apocalyptic Australian wasteland , cynical drifter agrees help small , gasoline-rich community escape horde bandit .",George Miller,Mel Gibson,190661,12.47,in the postapocalyptic australian wasteland a cynical drifter agrees to help a small gasolinerich community escape a horde of bandits,low negative
American Werewolf London,1981,97.0,Comedy Horror            ,R,7.5,Two American college student walking tour Britain attacked werewolf none local admit exists .,John Landis,David Naughton,118156,30.57,two american college students on a walking tour of britain are attacked by a werewolf that none of the locals will admit exists,neutral
Les Plouffe,1981,227.0,Drama            ,R,8.0,life average Quebecois Plouffe family final year depression World War II .,Gilles Carle,Gabriel Arcand,477,0.0,the lives of the average quebecois plouffe family during the final years of the depression and through world war ii,low negative
Modern Romance,1981,93.0,Comedy Romance            ,R,7.0,Albert Brooks directs successful film editor far many issue affect relationship remarkably patient girlfriend .,Albert Brooks,Albert Brooks,4574,2.86,albert brooks directs himself as a successful film editor with far too many issues that affects the relationship between him and his remarkably patient girlfriend,high positive
Christiane F .,1981,138.0,Biography Drama            ,R,7.5,teen girl 1970s Berlin becomes addicted heroin . Everything life slowly begin distort disappear befriends small crew junky fall love drug-abusing male prostitute .,Uli Edel,Natja Brunckhorst,28504,0.0,a teen girl in 1970s berlin becomes addicted to heroin everything in her life slowly begins to distort and disappear as she befriends a small crew of junkies and falls in love with a drugabusing male prostitute,low negative
Marianne & Juliane,1981,106.0,Drama            ,R,7.3,"Two sister fight woman 's right . Juliane journalist Marianne terrorist . Marianne jailed , Juliane feel obligated help despite differing view live .",Margarethe von Trotta,Jutta Lampe,2526,0.0,two sisters both fight for womens rights juliane is a journalist and marianne a terrorist when marianne is jailed juliane feels obligated to help her despite their differing views on how to live,low positive
Blood Wedding,1981,67.0,Drama Music Romance            ,Not Rated,7.5,"group dancer put Lorca 's 'Blood Wedding ' stage , tragic play married man still love ex-girlfriend , try reunite despite planned wedding .",Carlos Saura,Antonio Gades,1909,0.0,a group of dancers puts lorcas blood wedding on stage the tragic play about a married man who is still in love with his exgirlfriend and tries to reunite with her despite her planned wedding,low negative
Evil Dead,1981,85.0,Horror            ,NC-17,7.4,"Five friend travel cabin wood , unknowingly release flesh-possessing demon .",Sam Raimi,Bruce Campbell,229167,2.4,five friends travel to a cabin in the woods where they unknowingly release fleshpossessing demons,neutral
Grilling,1981,87.0,Crime Drama Thriller            ,R,7.6,"police inspector , suspecting attorney two child sex murder , held questioning session go hour .",Claude Miller,Lino Ventura,5233,0.0,a police inspector suspecting an attorney of two child sex murders has him held for a questioning session that goes on for hours,neutral
Killing America,1981,90.0,Documentary Crime            ,R,7.6,documentary decline America . feature footage ( exclusive film ) race riot serial killer much-much .,Sheldon Renan,Chuck Riley,2303,0.0,a documentary of the decline of america it features footage most exclusive to this film from race riots to serial killers and muchmuch more,low positive
Cutter 's Way,1981,109.0,Crime Drama Mystery            ,R,6.8,"Richard spot man dumping body , decides expose man think culprit friend Alex Cutter .",Ivan Passer,Jeff Bridges,7480,1.73,richard spots a man dumping a body and decides to expose the man he thinks is the culprit with his friend alex cutter,neutral
Southern Comfort,1981,106.0,Action Thriller            ,R,7.1,"routine exercise , team National Guards threatened angry violent local .",Walter Hill,Keith Carradine,21266,5.0,during a routine exercise a team of national guards are threatened by angry and violent locals,high negative
Teddy Bear,1981,111.0,Comedy            ,R,8.2,"main character manager sport club , nicknamed `` Teddy Bear `` friend acquaintance . One day detained border sport team ... See full summary »",Stanislaw Bareja,Stanislaw Tym,6510,0.0,the main character is the manager of a sport club nicknamed teddy bear by his friends and acquaintances one day he is detained at the border just as his sport team is off to a                 see full summary »,low positive
Vabank,1981,108.0,Comedy Crime            ,R,7.9,"famous safecracker Kwinto , leaving prison , decided quit . news death friend abruptly change plan . decides `` take `` Kramer 's bank . , course , take . Elegant , fun twisted .",Juliusz Machulski,Jan Machulski,4868,0.0,the famous safecracker kwinto after leaving prison decided to quit but the news of the death of a friend abruptly changes his plans he decides to take kramers bank and of course he takes elegant fun and twisted,low positive
Cutting Short,1981,93.0,Comedy            ,R,7.6,"evocation childhood memory Bohumil Hrabal provincial town Nymburk , dominated local brewery .",Jirí Menzel,Magda Vsryov,2651,0.0,an evocation of the childhood memories of bohumil hrabal in his provincial town of nymburk dominated by the local brewery,neutral
Time Bandits,1981,110.0,Adventure Comedy Fantasy            ,PG,6.9,"young boy accidentally join band time travelling dwarf , jump era era looking treasure steal .",Terry Gilliam,Sean Connery,67326,42.37,a young boy accidentally joins a band of time travelling dwarves as they jump from era to era looking for treasure to steal,low positive
Circle Deceit,1981,108.0,Drama War            ,R,7.1,"German journalist , escaping broken marriage , go Lebanon cover civil war . Soon , realizes ca n't handle truth .",Volker Schlöndorff,Bruno Ganz,949,0.0,a german journalist escaping from broken marriage goes to lebanon to cover the civil war soon he realizes that he cant handle the truth,low negative
La Chèvre,1981,91.0,Adventure Comedy Crime            ,R,7.3,"daughter millionaire , distinguished incredible bad luck , go missing . idea find either insane brilliant - send equally unlucky person .",Francis Veber,Pierre Richard,10352,0.0,a daughter of a millionaire distinguished by incredible bad luck goes missing the idea how to find her is either insane or brilliant  to send after her an equally unlucky person,low negative
Smash Palace,1981,108.0,Drama Thriller            ,Not Rated,7.0,"break-up marriage , racing driver set get back daughter - cost .",Roger Donaldson,Bruno Lawrence,1146,0.0,after the breakup of his marriage a racing driver sets out to get back his daughter  at any cost,neutral
Rasputin,1981,104.0,Biography Drama History            ,R,7.0,Details life Russian monk Rasputin . film show rise power corrupted . sexual perversion madness ultimatly lead gruesome assasination .,Elem Klimov,Aleksey Petrenko,1662,0.0,details the life of the russian monk rasputin the film shows his rise to power and how it corrupted him his sexual perversions and madness ultimatly leads to his gruesome assasination,low negative
French Lieutenant 's Woman,1981,124.0,Drama Romance            ,R,6.9,Anna Mike portray two character film set 19th century England fall love despite fact Mike 's character engaged .,Karel Reisz,Meryl Streep,14599,22.6,anna and mike portray two characters in a film set in 19th century england who fall in love despite the fact that mikes character is engaged,high positive
Absence Malice,1981,116.0,Drama Romance Thriller            ,PG,6.9,"prosecutor leak Miami reporter liquor wholesaler suspected murder union head , man 's life begin unravel .",Sydney Pollack,Paul Newman,14449,40.72,when a prosecutor leaks to a miami reporter that a liquor wholesaler is suspected in the murder of a union head the mans life begins to unravel,neutral
Chariots Fire,1981,125.0,Biography Drama Sport            ,PG,7.1,"Two British track athlete , one determined Jew devout Christian , driven win 1924 Olympics wrestle issue pride conscience .",Hugh Hudson,Ben Cross,64892,58.97,two british track athletes one a determined jew and the other a devout christian are driven to win in the 1924 olympics as they wrestle with issues of pride and conscience,low positive
Four Friends,1981,114.0,Comedy Drama            ,R,7.0,"group four friend form strong bond high school early 1960s , desperately cling love turbulent counterculture movement social upheaval marked end decade .",Arthur Penn,Craig Wasson,1983,0.0,a group of four friends form strong bonds while in high school in the early 1960s then desperately cling to that love during the turbulent counterculture movement and social upheavals that marked the end of the decade,low positive
Whose Life Anyway ?,1981,119.0,Comedy Drama            ,R,7.3,"Ken Harrison artist make sculpture . One day involved car accident , paralyzed neck . talk , want die . hospital ... See full summary »",John Badham,Richard Dreyfuss,3516,8.21,ken harrison is an artist who makes sculptures one day he is involved in a car accident and is paralyzed from his neck down all he can do is talk and he wants to die in hospital he                 see full summary »,low positive
Koyaanisqatsi,1982,86.0,Documentary Music            ,Not Rated,8.2,"collection expertly photographed phenomenon conventional plot . footage focus nature , humanity , relationship .",Godfrey Reggio,Edward Asner,40882,1.72,a collection of expertly photographed phenomena with no conventional plot the footage focuses on nature humanity and the relationship between them,low positive
Moral,1982,140.0,Drama            ,TV-MA,7.3,"Joey , Kathy , Sylvia Maritess classmate - best friend . Joey drug user sleep around . Kathy mediocre singer stop nothing ... See full summary »",Marilou Diaz-Abaya,Lorna Tolentino,148,0.0,joey kathy sylvia and maritess are not only classmates  they are the best of friends joey is a drug user who sleeps around kathy is a mediocre singer who will stop at nothing to                 see full summary »,low positive
Miracle,1982,124.0,Drama            ,TV-14,8.1,Elsa saw blessed Virgin Mary changed life caused hysteria poor isolated village .,Ishmael Bernal,Nora Aunor,884,0.0,elsa saw the blessed virgin mary who had changed her life and caused a hysteria in a poor isolated village,low negative
Parsifal,1982,255.0,Drama Music            ,PG,7.6,"Richard Wagner 's last opera remained controversial since first performance unique , , , unsavory blending religious erotic theme imagery . Based one ... See full summary »",Hans-Jürgen Syberberg,Edith Clever,326,0.0,richard wagners last opera has remained controversial since its first performance for its unique and for some unsavory blending of religious and erotic themes and imagery based on one                 see full summary »,low positive
Nightingale 's Prayer,1982,107.0,Drama            ,R,7.9,"Hassan bus driver male sibling five sister , father owns workshop got suspended due tax problem . Hassan try provide money workshop sold auction .",Atef El-Tayeb,Sharif Abdulhamid,708,0.0,hassan is a bus driver and the only male sibling of five sisters his father owns a workshop that got suspended due to taxes problems hassan tries to provide money before the workshop is sold on the auction,low negative
Death Yazdgerd,1982,110.0,Drama History            ,R,8.4,Death Yazdgerd story death last king Iran Muslims invade Iran . escape city Marv hide mill finally get killed . Story told ... See full summary »,Bahram Beyzaie,Susan Taslimi,1193,0.0,death of yazdgerd is the story of death of the last king of iran before muslims invade iran he escapes to city of marv and hides in a mill but finally gets killed the story is told by the                see full summary »,low positive
Yol,1982,107.0,Drama            ,PG,8.0,"five Kurdish prisoner granted one week 's home leave , find dismay face continued oppression outside prison family , culture , government .","Serif Gören, Yilmaz Güney",Tarik Akan,14303,0.0,when five kurdish prisoners are granted one weeks home leave they find to their dismay that they face continued oppression outside of prison from their families the culture and the government,neutral
Whole Night,1982,90.0,Drama            ,R,7.0,"Following two dozen different people almost wordless atmosphere dark night Brussels town , Akerman examines acceptance rejection realm romance .",Chantal Akerman,Aurore Clment,936,0.0,following over two dozen different people in the almost wordless atmosphere of a dark night in a brussels town akerman examines acceptance and rejection in the realm of romance,low negative
Richard Pryor : Live Sunset Strip,1982,82.0,Documentary Comedy            ,R,7.6,Richard Pryor performs stand-up comedy act Sunset Strip .,Joe Layton,Richard Pryor,4350,36.3,richard pryor performs his standup comedy act on the sunset strip,neutral
Atomic Cafe,1982,86.0,Documentary History            ,Not Rated,7.6,Disturbing collection 1940s 1950s United States government-issued propaganda film designed reassure Americans atomic bomb threat safety .,"Jayne Loader, Kevin Rafferty, Pierce Rafferty",Paul Tibbets,4468,0.02,disturbing collection of 1940s and 1950s united states governmentissued propaganda films designed to reassure americans that the atomic bomb was not a threat to their safety,low negative
Time Stands Still,1982,99.0,Comedy Drama            ,R,7.6,teenager boy grow shifting political moral landscape post-1956 Hungary .,Péter Gothár,Anik Ivn,1504,0.0,a teenager boy has to grow up in the shifting political and moral landscape of post1956 hungary,neutral
Flight Eagle,1982,140.0,Adventure Biography Drama            ,R,7.2,1897 Swedish engineer S. A. Andrée 2 colleague prepares fly North Pole balloon `` Eagle `` .,Jan Troell,Max von Sydow,1194,0.0,in 1897 swedish engineer s a andrée with 2 colleagues prepares to fly over the north pole in his balloon eagle,high positive
Simple-Minded Murderer,1982,108.0,Drama            ,R,7.6,mentally challenged man escape tyrannical master find happiness poor family take .,Hans Alfredson,Stellan Skarsgrd,3647,0.0,a mentally challenged man escapes from his tyrannical master and finds happiness when a poor family takes him in,low positive
"Come Back 5 & Dime Jimmy Dean , Jimmy Dean",1982,109.0,Comedy Drama            ,PG,7.1,"fan club die-hard James Dean fan meet 20th anniversary death reconnect , opening old wound facing new one .",Robert Altman,Cher,5078,0.84,a fan club of diehard james dean fans meet on the 20th anniversary of his death and reconnect opening old wounds and facing new ones,low positive
White Dog,1982,90.0,Drama Horror            ,PG,7.0,trainer attempt retrain vicious dog 's raised attack black people .,Samuel Fuller,Kristy McNichol,10650,0.0,a trainer attempts to retrain a vicious dog thats been raised to attack black people,high negative
Everlasting Moments,2008,131.0,Drama History            ,Not Rated,7.5,"time social change unrest , war poverty , young working class woman , Maria , win camera lottery . decision keep alters whole life .",Jan Troell,Maria Heiskanen,5883,0.61,in a time of social change and unrest war and poverty a young working class woman maria wins a camera in a lottery the decision to keep it alters her whole life,low positive
Weavers : n't Time,1981,78.0,Documentary Music            ,PG,8.3,"Documentary blacklisted folk group , `` Weavers , `` event leading triumphant return Carnegie Hall .",Jim Brown,Lee Hays,220,0.0,documentary about the blacklisted folk group the weavers and the events leading up to their triumphant return to carnegie hall,neutral
Grey Fox,1982,92.0,Biography Drama History            ,PG,7.3,"aging , gentlemanly stagecoach robber released prison , decides go Canada become train robber .",Phillip Borsos,Richard Farnsworth,2423,0.0,when an aging but gentlemanly stagecoach robber is released from prison he decides to go to canada to become a train robber,neutral
Sophie 's Choice,1982,150.0,Drama Romance            ,R,7.5,"Sophie survivor Nazi concentration camp , found reason live Nathan , sparkling unsteady American Jew obsessed Holocaust .",Alan J. Pakula,Meryl Streep,51754,30.04,sophie is the survivor of nazi concentration camps who has found a reason to live with nathan a sparkling if unsteady american jew obsessed with the holocaust,low negative
La Traviata,1982,109.0,Drama Music            ,G,7.6,"Violetta meet Alfredo quickly fall . lover run away together , live bliss short time . However , Alfredo 's father , Giorgio , start interfere , concerned ... See full summary »",Franco Zeffirelli,Teresa Stratas,1494,3.78,violetta meets alfredo and quickly falls for him after the lovers run away together they live in bliss for a short time however alfredos father giorgio starts to interfere concerned                see full summary »,low positive
Return Martin Guerre,1982,112.0,Biography Crime Drama            ,Not Rated,7.4,"medieval France , villager challenge man 's claim identity ( say ) return home time army .",Daniel Vigne,Grard Depardieu,4729,0.02,in medieval france some villagers challenge a mans claim of identity when he as he says returns home from some time in the army,neutral
Hangover,2009,100.0,Comedy            ,R,7.7,"Three buddy wake bachelor party Las Vegas , memory previous night bachelor missing . make way around city order find friend wedding .",Todd Phillips,Zach Galifianakis,830383,277.32,three buddies wake up from a bachelor party in las vegas with no memory of the previous night and the bachelor missing they make their way around the city in order to find their friend before his wedding,low negative
Interrogation,1989,118.0,Crime Drama Thriller            ,TV-MA,8.0,"Tonia go drinking . wake prison , clue 's . tortured encourage confess crime aware .",Ryszard Bugajski,Krystyna Janda,3600,0.0,tonia goes out drinking she wakes up in prison not having a clue why shes there she is tortured to encourage her to confess to a crime she is not aware of,low negative
Celia,1989,103.0,Drama Fantasy Horror            ,Not Rated,6.8,imaginative somewhat disturbed young girl fantasizes evil creature oddity mask insecurity growing rural Australia .,Ann Turner,Rebecca Smart,1437,0.0,an imaginative and somewhat disturbed young girl fantasizes about evil creatures and other oddities to mask her insecurities while growing up in rural australia,low negative
Ghost Shell,1995,83.0,Animation Action Crime            ,TV-MA,7.9,cyborg policewoman partner hunt mysterious powerful hacker called Puppet Master .,Mamoru Oshii,Atsuko Tanaka,153525,0.52,a cyborg policewoman and her partner hunt a mysterious and powerful hacker called the puppet master,low positive
Ninja Scroll,1993,94.0,Animation Action Adventure            ,Not Rated,7.8,vagabond swordsman aided kunoichi spy battling demonic clan killer - led ghost past - bent overthrowing Tokugawa Shogunate .,Yoshiaki Kawajiri,Kichi Yamadera,39976,0.0,a vagabond swordsman is aided by a kunoichi and a spy in battling a demonic clan of killers  led by a ghost from his past  who are bent on overthrowing the tokugawa shogunate,low negative
Cowboy Bebop : Movie,2001,115.0,Animation Action Crime            ,TV-14,7.8,"terrorist explosion release deadly virus mass , 's bounty-hunting Bebop crew catch cold-blooded culprit .","""Shinichirô Watanabe"", Mary Elizabeth McGlynn, Tensai Okamura, Hiroyuki Okiura, Yoshiyuki Takei",Beau Billingslea,52023,1.0,a terrorist explosion releases a deadly virus on the masses and its up to the bountyhunting bebop crew to catch the coldblooded culprit,low negative
Millennium Actress,2001,87.0,Animation Drama Fantasy            ,PG,7.8,TV interviewer cameraman meet former actress travel memory career .,Satoshi Kon,Miyoko Shji,31126,0.19,a tv interviewer and his cameraman meet a former actress and travel through her memories and career,neutral
Big Hero 6,2014,102.0,Animation Action Adventure            ,PG,7.8,"special bond develops plus-sized inflatable robot Baymax prodigy Hiro Hamada , together team group friend form band high-tech hero .","Don Hall, Chris Williams",Ryan Potter,492021,222.53,a special bond develops between plussized inflatable robot baymax and prodigy hiro hamada who together team up with a group of friends to form a band of hightech heroes,low positive
Tokyo Godfathers,2003,92.0,Animation Adventure Comedy            ,PG-13,7.8,"Christmas Eve , three homeless people living street Tokyo discover newborn baby among trash set find parent .",Satoshi Kon,Tru Emori,45379,0.13,on christmas eve three homeless people living on the streets of tokyo discover a newborn baby among the trash and set out to find its parents,neutral
Wreck-It Ralph,2012,101.0,Animation Adventure Comedy            ,PG,7.7,"video game villain want hero set fulfill dream , quest brings havoc whole arcade life .",Rich Moore,John C. Reilly,450442,189.42,a video game villain wants to be a hero and sets out to fulfill his dream but his quest brings havoc to the whole arcade where he lives,neutral
Vampire Hunter : Bloodlust,2000,103.0,Animation Action Drama            ,R,7.6,"legendary dhampir competes motley family bounty hunter return young woman , seemingly abducted vampire , family .",Yoshiaki Kawajiri,Andrew Philpot,35033,0.15,a legendary dhampir competes with a motley family of bounty hunters to return a young woman who has been seemingly abducted by a vampire to her family,high positive
Moana,2016,107.0,Animation Adventure Comedy            ,PG,7.6,"Ancient Polynesia , terrible curse incurred Demigod Maui reach Moana 's island , answer Ocean 's call seek Demigod set thing right .","Ron Clements, John Musker, Don Hall, Chris Williams",Aulii Cravalho,367458,248.76,in ancient polynesia when a terrible curse incurred by the demigod maui reaches moanas island she answers the oceans call to seek out the demigod to set things right,low negative
Red Turtle,2016,80.0,Animation Drama Family            ,PG,7.5,"man shipwrecked deserted island encounter red turtle , change life .",Michael Dudok de Wit,Emmanuel Garijo,37901,0.92,a man is shipwrecked on a deserted island and encounters a red turtle which changes his life,neutral
Town Called Panic,2009,75.0,Animation Adventure Comedy            ,TV-PG,7.4,"Cowboy Indian 's wish come brilliant idea Mr Horse 's birthday , plan end utter disaster , 'll need travel world back make thing right .","Stéphane Aubier, Vincent Patar",Stphane Aubier,8609,0.17,cowboy and indians only wish was to come up with a brilliant idea for mr horses birthday but when their plan ends up in utter disaster theyll need to travel the world and back to make things right again,low positive
Wind Rises,2013,126.0,Animation Biography Drama            ,PG-13,7.7,"look life Jiro Horikoshi , man designed Japanese fighter plane World War II .",Hayao Miyazaki,Hideaki Anno,95200,5.21,a look at the life of jiro horikoshi the man who designed japanese fighter planes during world war ii,neutral
Ghost Shell 2 : Innocence,2004,100.0,Animation Drama Mystery            ,PG-13,7.4,"year 2032 , Batô , cyborg detective anti-terrorist unit Public Security Section 9 , investigates case female robot -- one created solely sexual pleasure -- slaughtered owner .",Mamoru Oshii,Akio tsuka,39925,1.04,in the year 2032 batô a cyborg detective for the antiterrorist unit public security section 9 investigates the case of a female robotone created solely for sexual pleasurewho slaughtered her owner,low positive
Otesánek,2000,132.0,Animation Comedy Drama            ,TV-14,7.3,"childless couple pass anthropomorphous tree stump baby , thing get hand monstrosity come life demand fed .",Jan Svankmajer,Veronika Zilkov,6795,0.12,a childless couple passes off an anthropomorphous tree stump as their baby but things get out of hand when the monstrosity comes to life and demands to be fed,neutral
5 Centimeters per Second,2007,63.0,Animation Drama Family            ,TV-PG,7.5,"Told three interconnected segment , Takaki tell story life cruel winter , cold technology , finally , adult obligation responsibility converge test delicate petal love .",Makoto Shinkai,Kenji Mizuhashi,62478,0.0,told in three interconnected segments takaki tells the story of his life as cruel winters cold technology and finally adult obligations and responsibility converge to test the delicate petals of love,low negative
Three Burials Melquiades Estrada,2005,121.0,Adventure Crime Drama            ,R,7.3,Ranch foreman Pete Perkins look fulfill promise recently deceased best friend burying hometown Mexico .,Tommy Lee Jones,Tommy Lee Jones,41651,5.02,ranch foreman pete perkins looks to fulfill the promise to his recently deceased best friend by burying him in his hometown in mexico,high positive
Dark Crystal,1982,93.0,Adventure Family Fantasy            ,PG,7.1,"another planet distant past , Gelfling embarks quest find missing shard magical crystal , restore order world .","Jim Henson, Frank Oz",Jim Henson,70532,40.58,on another planet in the distant past a gelfling embarks on a quest to find the missing shard of a magical crystal and to restore order to his world,low negative
Diner,1982,110.0,Comedy Drama            ,R,7.1,group college-age buddy struggle imminent passage adulthood 1959 Baltimore .,Barry Levinson,Steve Guttenberg,22464,14.1,a group of collegeage buddies struggle with their imminent passage into adulthood in 1959 baltimore,neutral
Another Way,1982,102.0,Biography Drama History            ,R,7.1,"Political sexual repression Hungary , revolution 1956 . 1958 , body Eva Szalanczky , political journalist , discovered near border . friend Livia ... See full summary »",Károly Makk,Jadwiga JankowskaCieslak,904,0.0,political and sexual repression in hungary just after the revolution of 1956 in 1958 the body of eva szalanczky a political journalist is discovered near the border her friend livia                 see full summary »,low positive
's Love 'm,1937,90.0,Comedy            ,Approved,7.4,actor stage find pursued lovestruck fan trying patch tempestuous relationship actress lover .,Archie Mayo,Leslie Howard,2624,0.0,an actor of the stage finds himself pursued by a lovestruck fan while trying to patch up a tempestuous relationship with his actress lover,neutral
Merrily Live,1938,95.0,Comedy Romance            ,Passed,7.3,Dizzy society matron Emily Kilbourne habit hiring ex-cons hobo servant . latest find handsome `` tramp `` show doorstep soon end ... See full summary »,Norman Z. McLeod,Constance Bennett,2161,0.0,dizzy society matron emily kilbourne has a habit of hiring excons and hobos as servants her latest find is a handsome tramp who shows up at her doorstep and soon ends up in a                 see full summary »,low positive
Street Days,2010,89.0,Drama            ,Not Rated,7.7,drug addict threatened jail n't set childhood friend 's son .,Levan Koguashvili,Guga Kotetishvili,1234,0.0,a drug addict is being threatened by jail if he doesnt set up his childhood friends son,low negative
Boy,2010,87.0,Comedy Drama            ,Not Rated,7.5,"Boy , 11-year-old child devout Michael Jackson fan life east coast New Zealand 1984 , get chance know absentee criminal father , returned find bag money buried year ago .",Taika Waititi,James Rolleston,28891,0.26,boy an 11yearold child and devout michael jackson fan who lives on the east coast of new zealand in 1984 gets a chance to know his absentee criminal father who has returned to find a bag of money he buried years ago,low negative
Animal Kingdom,2010,113.0,Crime Drama Thriller            ,R,7.2,seventeen-year-old navigates survival amongst explosive criminal family detective think save .,David Michôd,James Frecheville,59908,1.04,a seventeenyearold navigates his survival amongst an explosive criminal family and the detective who thinks he can save him,low negative
Hesher,2010,106.0,Comedy Drama            ,R,6.9,young boy lost mother losing touch father world around . meet Hesher manages make life even chaotic .,Spencer Susser,Joseph GordonLevitt,53795,0.38,a young boy has lost his mother and is losing touch with his father and the world around him then he meets hesher who manages to make his life even more chaotic,low positive
Tillman Story,2010,94.0,Documentary Biography Mystery            ,R,7.7,"Chronicles life late Pat Tillman , walked away multimillion-dollar contract NFL 's Arizona Cardinals 2002 join Army died friendly fire Afghanistan .",Amir Bar-Lev,Pat Tillman,5371,0.8,chronicles the life of the late pat tillman who walked away from a multimilliondollar contract with the nfls arizona cardinals in 2002 to join the army but died from friendly fire in afghanistan,low positive
Waste Land,2010,99.0,Documentary            ,Not Rated,7.8,"outskirt Rio de Janeiro Jardim Gramacho , world 's largest landfill , men woman sift garbage living . Artist Vik Muniz produce portrait worker learns life .","Lucy Walker, Karen Harley, João Jardim",Vik Muniz,9322,0.19,on the outskirts of rio de janeiro is jardim gramacho the worlds largest landfill where men and women sift through garbage for a living artist vik muniz produces portraits of the workers and learns about their lives,neutral
Kids Right,2010,106.0,Comedy Drama Romance            ,R,7.0,Two child conceived artificial insemination bring biological father non-traditional family life .,Lisa Cholodenko,Annette Bening,133745,20.81,two children conceived by artificial insemination bring their biological father into their nontraditional family life,high negative
Miesten vuoro,2010,81.0,Documentary            ,R,7.8,"Finnish men sauna , speaking straight heart .","Joonas Berghäll, Mika Hotakainen",Timo Aalto,2663,0.0,finnish men in sauna speaking straight from the heart,low positive
Hamoni,2010,115.0,Drama            ,Not Rated,7.5,Female prison inmate form choir .,Dae-gyu Kang,Yunjin Kim,855,0.0,female prison inmates form a choir,neutral
Leave,2010,119.0,Drama            ,Unrated,7.5,"Umay young woman Turkish descent , fighting independent self-determined life Germany family 's resistance . struggle initiate dynamic result life-threatening situation .",Feo Aladag,Sibel Kekilli,5531,0.02,umay is a young woman of turkish descent fighting for an independent and selfdetermined life in germany against her familys resistance her struggle initiates a dynamic that results in a lifethreatening situation,low positive
Men Talk,2010,93.0,Comedy            ,Not Rated,7.5,"Four long-time friend take two day road trip Moscow Odessa attend friend 's party . traveling , discus one another negative married men .",Dmitriy Dyachenko,Leonid Barats,6635,0.0,four longtime friends take a two day road trip from moscow to odessa to attend a friends party while traveling they discuss with one another the negatives about being married men,low positive
Ocean Heaven,2010,96.0,Drama            ,Not Rated,7.5,Explores subject parental love autism kid .,Xiaolu Xue,Jet Li,2723,0.0,explores the subject of parental love and autism in kids,low positive
Fortress War,2010,138.0,Action Drama History            ,Not Rated,7.4,"war drama set Nazi invasion Soviet Union June 1941 , Soviet troop held border stronghold nine day .",Aleksandr Kott,Aleksey Kopashov,10381,0.0,a war drama set during the nazi invasion of the soviet union in june 1941 in which soviet troops held on to a border stronghold for nine days,neutral
Third Star,2010,92.0,Drama            ,Not Rated,7.3,"James three closest lifelong friend go ill-advised trip stunning coastal area Barafundle Bay West Wales . follows touching comical adventure dealing friendship , heroism love .",Hattie Dalton,Tom Burke,7479,0.0,james and his three closest lifelong friends go on an illadvised trip to the stunning coastal area of barafundle bay in west wales what follows is a touching and comical adventure dealing with friendship heroism and love,low positive
Aftershock,2010,135.0,Drama History            ,Not Rated,7.5,epic story family separated result Great Tangshan Earthquake 1976 .,Xiaogang Feng,Daoming Chen,9636,0.06,the epic story of a family separated as a result of the great tangshan earthquake of 1976,low positive
Flipped,2010,90.0,Comedy Drama Romance            ,PG,7.7,Two eighth-graders start feeling despite total opposite .,Rob Reiner,Madeline Carroll,95860,1.75,two eighthgraders start to have feelings for each other despite being total opposites,low negative
Stapki v pyasaka,2010,89.0,Comedy Drama            ,R,8.2,"airport , Slavi tell life 's story young custom officer . child , Nelly promise Slavi marry . two teenager passionately love ... See full summary »",Ivaylo Hristov,Ivan Barnev,1573,0.0,at the airport slavi tells his lifes story to a young customs officer as children nelly promises slavi to marry him the two teenagers are passionately in love with each other but after                see full summary »,low positive
Man Nowhere,2010,119.0,Action Crime Drama            ,R,7.7,quiet pawnshop keeper violent past take drug-and-organ trafficking ring hope saving child friend .,Lee Jeong-beom,Won Bin,73748,0.01,a quiet pawnshop keeper with a violent past takes on a drugandorgan trafficking ring in hope of saving the child who is his only friend,low negative
Inadequate People,2010,102.0,Comedy Drama Romance            ,R,7.3,"Thirty-year-old young man Vitaly , running away annoying problem mental discomfort , leaf provincial town Serpukhov move Moscow , hoping find harmony `` `` .",Roman Karimov,Ilya Lyubimov,4886,0.0,thirtyyearold young man vitaly running away from annoying problems and mental discomfort leaves the provincial town of serpukhov and moves to moscow hoping to find harmony with his own i here,low negative
